payment_id,loan_id,payment_date,amount_paid,payment_status
d17abbab-5c98-4d44-a1f4-da610c98d026,26724,2023-07-20,1245.8,Late
1d269466-5d0e-4ac5-8f97-2440ecafbf65,25359,2023-07-25,1499.82,Missed
c6c684e1-e79d-4e2a-b643-5a500f23e557,79083,2023-04-14,1296.1,Missed
2903077e-475f-4a12-b0b7-ff1572738667,57322,2022-12-15,601.74,Late
4e6d3aed-34c3-4bed-a835-6d0cb8acbb41,94646,2023-04-26,1069.04,Missed
407bcd52-bbe6-4270-a03f-dea75509c542,98520,2024-06-30,103.41,On-Time
66ecda5f-8776-43fd-90ad-feae9f0ce12f,75567,2023-04-04,426.78,On-Time
d2b9dde7-712d-41b9-bd05-ab8cc3b26621,88264,2023-05-18,176.7,Missed
b3c6bcd7-21ac-41c1-9cb0-0317d245162e,18328,2024-04-20,1423.81,Missed
8b6ec2cb-82e1-4ff3-a57c-3e693c5b03f7,21465,2023-11-17,250.94,Missed
fb2e7366-c463-49cf-9c2f-0b37c3d2dde2,12149,2023-10-28,1438.74,On-Time
30804822-7be2-417f-9aeb-1efc83f22f02,68540,2024-04-02,658.84,Missed
873ad9ba-b6c7-4d88-bc8d-0de086c4f794,19704,2022-12-13,699.17,Missed
7791c600-20f2-4b3b-a559-9ea72dc8179d,10952,2023-08-14,435.62,Missed
71e21509-951d-4c49-a64a-15ab2119a7ea,39373,2024-07-28,93.98,Late
97527e2f-69ce-4639-bfe6-b5a72c094a1c,16656,2023-05-17,680.08,Missed
3f5a65b8-6926-428a-a3e5-db893074fcd8,28408,2023-08-23,504.44,Missed
191a1928-7b98-4fa6-a174-71427e7b28b4,12403,2023-12-18,490.88,On-Time
600ac906-b26e-4e65-b37b-4fe73e4faaa1,29637,2024-01-29,1418.12,On-Time
9e0ac70c-a0ea-4f06-b9fc-cfd12da76cdf,28225,2023-05-23,604.82,On-Time
86498b09-45bf-40ea-882c-232ba9773da1,26098,2023-06-16,1215.67,Late
c714bc2a-df44-4bea-9662-b54852aaef05,38119,2024-01-06,1363.28,Missed
34354df8-918a-41d4-b902-bec64a972b28,50446,2022-12-06,519.64,On-Time
8470ecda-293d-490e-b1bf-876674105709,52646,2024-03-28,1227.83,Missed
19c3b242-6aeb-4e5f-b960-ce662ea475d9,15155,2022-12-08,885.36,Late
f4000637-9cbc-48b1-9609-83ced041302c,53894,2023-11-27,892.62,Missed
311ea005-af73-4576-9322-7df633b353ac,40728,2023-10-11,1240.97,Missed
e7f5f8b5-e920-4b0a-a1c6-2e97ab9cec8c,22019,2024-05-26,1187.32,On-Time
802bd359-8f62-4ae0-bb4f-8363464f9080,86581,2023-04-23,542.18,On-Time
55eb1110-7fb5-44bf-b14a-1ad69e7c054d,74345,2024-02-24,608.7,Missed
a4730bf7-80e4-40dd-8412-90a854a78045,58955,2023-06-17,1069.75,Missed
3cbebf0d-a9b1-433d-9bda-6d472ffec6cd,21465,2022-10-14,713.47,Missed
0fa75979-b9a3-4968-9b59-c2efa19a3fd6,69183,2022-10-23,768.3,Missed
3f8e29b8-a0e2-44a6-8d7c-52a3f73178a4,78691,2024-01-28,1457.16,Missed
83a9e7a1-0c5a-433b-9af8-04ff6f6058e1,68831,2023-01-11,132.58,Missed
7928f885-0c7d-40b4-93d7-38be694af81f,10555,2023-01-06,472.27,Missed
861bf360-7632-41b3-8e80-1dd938deb3db,50343,2022-11-14,1101.73,Late
40796491-431b-468b-8ee6-05b302eb4775,73743,2024-02-06,194.39,Missed
0d984259-1560-418f-84a1-f218660ce9bb,95463,2024-01-25,1017.22,On-Time
15ead60a-24a5-4c31-a9e9-4f7203d53d9d,43055,2023-04-12,1018.71,Late
2d990bf8-8c2c-42b0-9797-cd4654137b04,31372,2024-09-02,139.62,Late
2ba18962-944d-41f1-ba5a-da9a5fe0ada1,14177,2024-08-02,283.68,Late
0b6eb79a-435e-4a35-bbec-b6ee15bc5f6d,19152,2023-02-02,357.93,Late
23f3add2-386d-4c0e-a078-6fe643c0895b,60091,2023-07-07,830.5,Late
5694fc81-0357-48b1-9e20-7bf81d04be0c,58652,2023-10-18,497.16,Late
573a9b2d-d5c6-4512-9640-a07354755b89,63174,2024-09-09,1175.99,Missed
21744463-770c-4075-a29d-d7fda9f7dcad,16043,2023-09-01,865.42,Late
518f35c6-b839-48a6-a6d6-fb1602fccd01,49987,2023-07-14,247.93,Missed
e4c12d42-9cb9-4f41-ae0c-1489e258b467,46553,2023-03-11,273.9,Late
baefac2d-8817-49b1-a503-6612dcd0eb69,81047,2023-01-21,1120.93,On-Time
36bf9092-c94b-4b01-93c7-0778ceecd681,12403,2024-06-01,1346.36,On-Time
f785d89a-2d44-4b2a-b4c2-b8dce7d306f1,98272,2022-10-23,1203.26,Missed
7ba5f6c5-b7dc-471a-9946-cea8470bcd58,87289,2024-07-21,111.3,On-Time
4bedbe7d-8d8e-4e4f-91ad-ee982e758c60,64685,2024-07-07,1215.07,Late
a455f277-1777-4d8b-94e5-fe4f2db1a21e,66542,2024-01-01,1226.04,Missed
8b168466-eea4-40ad-8a95-a52803863b3d,39230,2023-05-19,1211.97,Late
e68f98c8-eea7-47f5-9f83-4c29682343ae,34565,2023-04-24,733.77,On-Time
b31438d3-05e6-4da6-9447-77e4c891f4bb,72594,2023-01-02,696.23,On-Time
84c51d60-4fbc-442e-8155-12a23ac85797,41041,2024-04-08,1027.67,On-Time
ad09fea3-5691-4f44-980e-374c703f7804,23171,2024-08-18,1147.88,Missed
2f7af952-033f-47b8-be9e-a3c1a59a2d0a,11718,2024-04-24,362.62,On-Time
6738235b-db59-4734-9f39-c2d5f500c22d,58782,2023-08-28,1316.3,Late
3af1b924-a49e-4667-9097-12663465a4c9,22149,2023-05-20,888.76,Late
8af561bd-20da-445b-a9be-091bbec8956c,52786,2023-12-30,1293.93,Missed
ca3750a3-02b7-448c-8864-dea7f5a27d11,50808,2024-08-31,216.51,On-Time
5f3949b4-a2fd-48d9-a867-9b6d9e66aa17,63623,2024-06-20,439.13,Late
9b48779e-e336-4fdf-8e6d-6d8388b87489,63400,2024-02-03,138.86,On-Time
05a9f3d2-ad48-4021-961d-df94e2d98123,33516,2024-08-16,264.34,Missed
97d591f9-e126-4d9d-af6e-367be4bba6dc,10483,2024-08-25,116.97,On-Time
3de5f56d-e844-4732-a7ab-dc98c5fadbe0,92466,2024-06-18,923.51,On-Time
04257780-9629-440b-8c1a-ebbb4806cc49,81228,2024-04-30,156.59,Late
3ef633d4-dfba-4dad-af0e-f711fd78f28e,41541,2023-05-22,848.21,Missed
9a1e7480-6786-4247-8b8a-be450e5bce98,95061,2024-05-20,892.53,Late
7fcbb845-d708-49a8-8dc9-ee7441d322d5,53928,2023-04-13,362.24,Missed
ce9754d5-a4f0-446c-8b8c-786133744b17,75991,2023-12-29,750.1,On-Time
a1436a9a-4327-4904-b323-0e6d378f89cd,39705,2022-11-11,365.27,Late
86d5f82b-4152-40cf-9654-e682d6cf610d,65265,2024-04-04,628.59,On-Time
8eafc11a-47f3-47ce-9b7d-746b0f9d0df4,14491,2024-01-06,991.7,Missed
32fc4aa9-9798-4428-8bcf-f0dd463cde3b,26704,2023-01-13,495.64,Late
67b8f363-6c43-4c30-964b-ababaadb263c,80792,2023-04-23,1380.7,Missed
c2ca35ff-a5af-4d24-a28b-915fff1a050a,57755,2023-06-19,1458.26,Missed
90db4560-a6cf-4c86-8ea1-54eab9c4fa24,63355,2023-09-01,969.25,On-Time
6d3905c1-e2d5-4492-b327-f57ebcb53cd6,70779,2022-12-14,1144.98,Missed
d7f0694a-9f08-41e9-ac5a-9848b4c2254a,90336,2024-05-19,938.79,On-Time
e76982de-1d7e-4bb6-96e1-d659c0d8d50a,10891,2023-03-05,359.81,Missed
cccec377-679f-4bf5-bbd3-06800cbeed2a,37770,2024-01-01,1169.02,Missed
35152e9f-ce63-4215-b99b-40df629e8b2b,46616,2024-06-02,964.85,Missed
608c3d44-a982-4581-b106-55c65b00318a,86731,2024-07-19,1329.77,Late
d5255833-d242-472f-be4c-c0971c591eae,54067,2024-09-24,1157.4,On-Time
0668c84c-d3a2-4aaf-b7c0-bc716c99c425,95370,2023-09-08,1109.92,On-Time
c4ea54bf-6659-4a0e-a773-2e59a1a0d1c6,90606,2023-06-24,286.14,Late
3fff4555-722a-414e-bdee-c73c4246f73b,44025,2023-08-12,1418.93,Late
8e87a119-0eff-4149-8b3d-b7ae59ee52fe,74247,2023-02-18,1263.31,Late
9d21d4b7-7af1-4b88-ad25-73407fe8ce20,71328,2024-06-23,50.51,Late
2b4081bc-de4f-4b99-9fe3-353f65035e24,42290,2023-06-05,1116.39,On-Time
9ba61d42-7302-4234-8aaf-1f57fee8422d,46836,2024-07-15,1364.08,On-Time
8234ef5e-84f3-44ba-a3ca-d876e9324689,16212,2024-02-05,795.38,Late
105ac29c-8935-4a9e-98df-251065515c7b,21591,2024-03-19,844.31,Missed
ea0358f3-0558-4053-b91a-104b84be7d3e,39151,2023-05-21,393.75,Missed
0e487ed6-b5cc-4387-97a8-617b4b318a43,21613,2023-10-19,122.07,Missed
adc094ce-eaae-4e1c-bf38-72b0820cd4e1,44650,2024-07-21,1067.26,On-Time
856e365a-4b3d-4650-bc54-2f8422f6ba82,85912,2023-01-31,682.15,Late
e3ac4651-584a-4d50-9445-abf0e745401e,92005,2023-10-01,694.95,Late
fe394472-4189-466d-98e4-3b68a0923360,34314,2024-04-07,1322.39,Missed
c793429c-26d5-4ea6-a174-5c6958aeea26,97915,2023-12-09,533.07,Late
e960ddb3-3c4c-48cc-b96b-c8d284061b83,77872,2023-12-24,1271.0,Late
9c6cd16c-cf23-4fc0-89c4-8fafd8aa232e,44603,2022-12-22,816.59,Missed
b9ac65eb-1532-416e-bf91-3def1f51da5e,55635,2023-05-31,1040.21,On-Time
71f9430c-28a3-4d2b-8ae4-c9a4b62a0ce1,24694,2022-10-04,483.3,Missed
6a8e2596-44fe-4007-8275-3e1d2f70308c,97735,2023-04-26,948.9,Missed
da70cad5-dc1e-4e83-9a39-c71c4680fd74,46639,2024-02-29,936.69,On-Time
c746c2b7-fe1f-4615-870c-afe79dd93ba8,35418,2023-02-05,1125.71,Late
e62f721e-2a15-4c36-99fd-71dfc61c6ce1,32389,2023-11-13,1139.59,Missed
80c28eee-dcbf-4061-92b0-8716d0e70f65,74589,2024-09-24,445.45,On-Time
a27d8754-6395-4fda-a05d-42ad5536cc01,66687,2022-10-02,376.57,Late
21db0491-2205-4b53-91a2-b891f4a09544,91443,2024-07-29,1169.09,Missed
75ebeb69-96cc-4a13-acac-615511fd75f1,69255,2023-03-10,69.06,Late
79b869b5-5eba-462c-a0d8-5dc66a63edc8,51748,2023-09-25,1311.3,Late
c667dfa8-eb8c-4984-bded-c1ab8ddea9df,47203,2024-06-28,819.52,Late
03edcbb9-fb0e-4d8c-90c6-ea0a8d881530,19112,2022-12-08,865.36,Missed
9b4b5168-b2c9-4a96-8ac0-31791d8c23f9,63494,2022-10-31,1091.97,Missed
4758310b-ef5c-4e1e-9030-22d6971e1328,57009,2022-10-11,1096.18,On-Time
1d998893-7d21-481e-aa12-d092e42ae4e7,68800,2023-12-27,464.28,Missed
a5ec2135-2714-4b9a-9bd9-dfdaf9613fdc,26353,2023-04-03,1409.61,Late
d4fda1b8-c30c-4550-ade1-0d48abc14d8f,19599,2023-03-07,581.05,Late
edebc9ba-cba6-48cf-afe7-d42bcf144794,80371,2023-08-28,108.9,Late
d53891c6-3c49-46bf-9194-2bd19fca3169,25930,2023-03-20,197.09,On-Time
10e30a2a-4c34-43ed-b66c-3036b595eb97,24236,2023-03-09,196.05,Missed
e5bcc744-f28e-4137-a5bb-f82f73ff6869,35465,2023-10-06,106.55,Missed
606ebbcd-f801-4a42-8856-488f0ad2d845,26724,2024-07-28,1331.04,Late
0df7db49-a2a9-4911-82c9-f6459b948b22,10654,2024-09-10,835.15,On-Time
55bb1d35-078b-4e6d-b9e8-39125e5a5c65,21591,2023-07-21,507.37,Missed
fa0d6f52-458e-4604-ad9d-a8f7eab46110,85827,2024-03-29,81.3,Late
d85476a1-f155-4ce4-aec5-93480768c619,24751,2024-05-12,1362.15,Missed
0433107d-146f-4714-8a2a-4756cd62365c,63057,2024-03-14,719.13,Late
e412a8ce-1f1b-4c1a-a9b0-d1432aeddda0,79624,2024-05-17,367.59,On-Time
6aad70d8-26ba-4358-aefb-48671075c992,31733,2023-03-13,192.09,Late
6268f4ba-2757-4b61-8b2d-c2bc4d754ab9,45575,2024-07-28,1004.56,Late
d9a8c651-1770-40dd-8418-7d6d3d2abb9a,64002,2023-03-29,1095.98,Missed
ebfb3a9f-d7f6-40ba-905c-224ea9019034,52288,2023-05-04,244.43,Missed
0d608bf0-7142-4afe-a59e-4847455f3daf,25227,2024-01-01,547.09,On-Time
dea7497f-efb4-4da4-b1e3-c3c34ab9f348,70584,2023-01-29,365.05,Missed
deedf066-cc9c-40e6-a755-c70e65e575d4,66778,2024-02-15,995.22,Missed
84536816-51ed-4cf7-ad1d-19a4bb5e192c,44706,2022-10-10,1392.2,Late
e45a070a-540d-4c9b-89e5-13558cd54c9f,88689,2022-09-27,536.07,On-Time
f5d93273-8bc1-4802-990f-05778ad9eece,20212,2023-01-13,651.87,Late
66a1a24d-e942-41a4-9003-bec5e1367894,37547,2022-10-01,531.04,On-Time
4c080b96-bdf7-4e37-8cf6-e551e791f4d7,86691,2023-08-26,990.55,Missed
8df1af2a-8bca-4f51-b21c-a55d823bbcd6,78387,2024-02-17,1142.61,Missed
24fca055-a0f9-49f4-a442-e63e3a091378,38457,2023-11-22,70.21,On-Time
c2b87d57-f9ff-4e96-8cf9-03681472d004,27496,2024-01-17,69.95,On-Time
5e3ba878-5737-4067-b82e-d1d7b3c2bd16,36821,2024-01-09,435.3,Late
95f9c9bc-7f88-4175-a2d0-05cb2db87aac,22201,2024-03-06,784.25,On-Time
6f3decd8-0436-46a1-9238-c563f0fe87d2,25226,2024-03-18,114.27,Missed
a42bd8cc-9737-4988-b769-d19c50d54298,47331,2023-01-02,187.23,Missed
84712670-b1b8-4330-88a1-7442009e4eff,19704,2024-01-17,1338.63,On-Time
b8718b18-a62d-426b-b745-161a87c62823,37547,2024-06-21,1036.31,Late
d693e032-d963-4c52-b5d5-f06f749b1b6f,62729,2023-09-17,1108.5,Missed
9b982efb-c3f7-4ded-9c70-29f9f3c6d249,44398,2024-08-20,498.85,Late
3654eab3-f5fe-466f-873a-caf237ad26ab,64999,2022-11-28,496.17,Late
fc0f6252-5ad9-49f4-99f0-f2f4fc3f78a6,56222,2023-06-10,198.52,On-Time
841174b6-688d-4908-91d3-2761f2e2aec5,96328,2024-03-11,411.9,Missed
71a8004e-71f2-4c87-8950-a33b40b80cdc,87289,2024-08-20,94.44,Missed
ffda0db9-0252-4ba5-8b63-8ea0f3faa682,60161,2024-02-22,1270.85,On-Time
8ec29ddb-d495-4605-82b4-67cae05379b7,89184,2022-11-27,545.86,Missed
1ceca96c-dcba-4131-bf50-90a6bd37a634,52319,2024-01-24,365.76,Late
2d3a815f-c0f1-447a-8bc7-3e6e01c5c7d4,23065,2023-01-03,1335.09,Late
31f8e28b-3a87-4d65-8916-4997a9ae9363,27300,2022-10-27,478.2,On-Time
3036a40a-f82e-4e59-9ee9-9e52c8fa78ba,29640,2023-12-14,1187.77,Late
1fb31dd9-30a5-4b5e-bd85-c861cbc4ad9a,65878,2024-08-10,371.84,Missed
05e6ab3a-67e5-4942-9d13-f0a2de4b862b,63115,2024-09-16,592.16,Missed
1f46536f-4416-4ff7-83ef-921e2d2f3b74,47013,2023-07-26,273.24,On-Time
c2376a7b-ee6c-4dba-8a03-bc7f1a8f85b3,51219,2024-07-08,1220.87,Missed
f70eebff-cc6d-42e4-a7e2-fe936e2c62d4,65963,2023-04-06,203.98,On-Time
0a6c94aa-2f56-4211-a7a6-16f582e1e724,26098,2023-04-07,476.93,Late
8b671116-4d06-42ee-8701-686953904e6b,62012,2024-04-27,1094.91,On-Time
38ab6167-632e-4372-86ec-8fad9ffd702f,71978,2023-10-13,267.62,On-Time
cd6d5ca3-38c1-4575-a5fb-159450bc41c2,41713,2023-01-10,51.9,On-Time
38298988-7456-4ed6-977f-2ef08b050741,73445,2023-10-12,1223.29,Late
d501cab6-a12c-416d-8718-7379ca240b17,63494,2024-03-23,95.92,On-Time
b37c9023-a2d9-4a1d-accc-ad4db23b1a6e,44398,2023-04-20,144.38,Late
0bbcff7a-5ffb-4429-9a25-169fb338a40e,93671,2024-02-01,61.45,Missed
ebec6d4a-e272-4187-af63-332641eb3a5b,25261,2023-11-16,1054.63,Missed
1dca6a73-cca1-4e43-8c32-3382e67981f8,79681,2024-08-01,369.27,Missed
e766e234-fc7a-464f-ab30-5d3047baf485,35443,2023-06-08,1116.54,Late
dfd82e73-3391-41b6-bbb5-b1a31a7fc493,69260,2024-04-13,507.27,Missed
b9a0f47a-49bc-4cfd-9a96-86921ba9b943,77872,2023-08-11,945.16,Late
5859d5df-8eb1-442a-9422-4a16c72f3f23,37753,2023-10-23,940.33,Late
c8721afb-7cf3-42c4-84ec-89447d6acfb7,17952,2024-08-18,1317.85,Late
def9f92a-7425-4c1c-9e2d-3d1f0bc8214d,24886,2024-01-28,655.76,Missed
d50dca93-68b4-4118-b8a1-251347648b67,99640,2023-09-16,615.85,On-Time
2d79fec6-0928-430c-aed8-13db5b800f5c,46836,2022-12-04,1185.76,Missed
fc61a16a-72cf-473f-b0d6-73460c5b50fc,77708,2023-06-14,226.62,Late
604e9fd0-64d5-45e3-bdcf-de87b33a3f79,32688,2023-03-25,494.76,Missed
83cf9757-12c3-403b-97b0-36cfdd6f3fd4,56041,2023-12-28,1209.87,On-Time
a0e1b84b-2af7-4e07-a860-a89475a46f76,64267,2023-02-26,743.49,Missed
f58cc9c7-844e-4745-bfb9-6f31e51cecf8,51191,2024-03-16,996.52,Late
