assessment_id,customer_id,loan_id,credit_score,loan_amount,risk_level
9a414c34-8e9e-4626-b59d-4cafb80ced6d,3642,40444,643,46203.28,Low
9e75b71c-fef8-4766-9881-0a7719d8d6fc,9643,51494,526,8561.05,Low
19d99e88-86f6-460f-9421-2ded09fdd42d,4254,52008,688,17171.14,Medium
8faec014-8c02-4345-ae1d-ba6c10b8dea5,9431,23337,657,33627.79,Medium
ff621f21-3a0e-4b2b-bdec-3a4526acaf6c,7813,12396,413,32557.27,Medium
8b1798c6-5cb9-4a2b-b2ed-b95a26481aa3,7381,74847,614,8967.15,Low
0c920c61-142b-4a1c-b2e1-a2da0aaf86d3,4859,11980,769,44325.54,Medium
7247a257-3788-4914-9bd0-824aba269391,8326,93991,355,9211.29,Low
89b396da-c390-48bf-834b-95c66ad09e55,6121,62161,510,10431.13,Low
7acfe4ad-a4e5-43b1-af2e-dec6bc84afbb,8265,92258,523,4621.61,Medium
44fb629c-eee2-4a27-8b48-467bdaecae97,3953,12007,406,38080.99,Low
d78ecfab-b7da-458f-8e95-8186faf24e55,4893,63416,653,43002.88,Medium
1170f8f6-cbeb-4fbd-85c9-64c8707798da,6907,19704,336,45725.85,Low
4d07a96b-db11-4a01-b45b-a53bedfaafaf,9134,22357,311,10012.91,Medium
75fbd7a5-2c96-4b87-a4b9-b51554c0989f,9950,80318,744,3674.94,Medium
6454837d-62ab-4ab6-ac1b-3ca776e1a8ee,3651,57717,604,30282.43,Medium
7022d18d-918a-40bf-8332-a4241f1c7a83,2625,25475,578,8002.03,High
ed6165cc-4d02-422a-a9bb-514daed1ea14,4639,97789,406,23237.03,Medium
ad4ab9fd-69af-4ee6-908a-3669837af3c5,3049,22054,418,31692.96,Low
13a7baa1-c8ab-40e0-87f4-5b71d9cc3cba,7917,36821,628,32929.74,Medium
43764b49-85b2-42e7-b038-87126bf999bb,3554,61716,311,10322.7,Low
a1b0ee16-7949-4446-97d7-0aa4529f49d5,4027,63945,387,2604.21,Low
c2f86319-968e-4a7e-acc1-c3b6f1ff09ae,2607,54067,695,44168.04,Low
3f9cbc32-2b18-4630-b251-74d63d2cdf83,4595,99861,351,39247.4,Medium
0a825a99-0450-4c29-8e21-d7247b4867c8,2506,90855,714,45530.02,High
3e479f5a-e761-449e-a66d-9672c3883a3a,4366,21621,504,38718.35,Low
88c94502-efda-47d4-8414-1c39d37eb133,5610,51600,439,6285.4,High
9fd43ac0-4226-4138-b252-e63434cc35f0,2457,92409,453,19471.51,Low
49aaa26b-4ee3-44c9-af4b-b44d61a74a20,6450,15333,838,6804.08,High
c24ce25f-043d-467b-97da-a3c329808931,2750,86731,572,10472.94,Low
b0287bf9-915a-440f-a80d-0fe458358b00,3396,82039,483,49439.61,High
3944f753-affc-404b-9219-712f1e7795f6,7564,95326,598,28438.0,Medium
3e5f62d2-1b30-41f7-83cf-554297ee6c6d,8802,79822,604,2457.29,Medium
a9e219ce-48d0-433c-a6e1-b37318cd628c,4182,59285,793,2176.01,High
b86fc21f-ae33-4284-8986-d89e9642b162,5873,60864,484,22821.34,Low
578a1645-c5c4-4084-90ff-f1c7c1af478c,6514,75473,485,9963.28,Low
c7d23f28-e083-48c8-aaca-6351b1d66553,1208,31970,379,40859.09,Low
de3fb994-8778-467d-847e-23b2665a3bf1,5610,18534,455,42818.76,High
73906a83-725d-4614-a0b8-e51db6d57ce4,6714,59775,682,17925.12,Low
17ec2c42-4473-49f7-aacf-103ec5a40e4e,7813,11456,672,29801.75,High
5622e7b1-3b5f-404c-9762-b00008dfa2fc,1052,84027,791,41481.92,High
28f6d4bf-2511-46a5-9367-3dcf1304eeaa,3749,81767,559,39215.34,Medium
111273e2-94af-453a-8bc0-f23507b5fae7,7106,57492,671,39002.82,Low
d63ba844-c953-4d3f-bc23-452dea09bbdd,6447,56166,687,29180.12,High
97d3d8a3-e234-4887-a732-494879e84707,1145,17855,413,39688.95,Medium
1ab74d62-9efb-4b13-ac38-77277c17f6c1,6645,28808,557,32988.96,Medium
19326c5a-0a81-458d-a1cc-3b20948bd84f,3847,38641,460,26954.13,High
a9bcaf37-b782-446e-8b8c-0f722f8e6730,7294,95463,760,15327.76,Medium
b1f0c2f2-c4be-4fcf-88ed-bcfbd5faaf78,2277,55645,367,40459.59,Low
0acefb41-ce86-4e9f-ae05-204e34a53565,2812,77553,423,39760.33,Medium
bc67ff56-3c6a-4abd-ac5e-1cd08319212f,8600,21770,617,12502.16,Medium
f7d227a8-d22c-47d9-b094-172b6e2ac5af,6302,70364,314,43545.01,Medium
533c72c6-d9ef-4cde-bfe3-47386932e87b,4958,80178,437,23015.86,Low
25b7ab59-154c-41fe-a845-e691d47c5a76,1502,41461,422,6702.49,Low
7e9be096-a2d0-42e6-b7a4-1ed82a3c1ea7,2026,61517,507,26586.35,High
bdf29d02-97a7-4ea8-8d47-1c89fe356c1e,7485,99465,358,7144.86,High
29d8338f-2991-4422-beee-a98babaa62b2,4996,18113,540,5499.74,Low
32524318-8d2e-415e-8dfd-fd654dc30cbd,1696,52001,394,14603.9,Medium
cc3b82cd-07b0-4e48-b54e-35933fffc060,5300,11202,469,7247.45,High
06f0d994-74ea-4033-809a-e706aeb42088,2361,26098,359,27855.49,Medium
51b88099-6b40-4666-b88f-4d38dd3ea94d,8807,38456,759,12639.51,High
0895fc74-3842-400c-9a8b-b9885d876077,8883,17478,683,17917.66,Medium
9d45c559-bc77-4d97-b024-6c3be80fd116,3382,17755,426,23095.47,Medium
4ec87569-c988-44aa-b651-f140c515db83,7421,30196,570,13051.06,Low
9ec22ab4-fe5d-45c1-8572-51fcf198d200,2418,32065,660,44182.48,Medium
ca88ab51-a0df-4948-b789-7d7c3f301346,7749,38364,608,24905.91,Low
de034cfd-8a72-4f02-8df8-1d5d3490ac8d,2172,93815,722,44153.37,Medium
ad5d007d-b3e2-41b1-a073-c76ed02204c9,7185,15446,792,18523.3,Low
30b63bb8-7eb3-4728-b9a2-fbb6dcaf110a,3537,48920,517,30993.88,Low
05a27e8f-395f-45c4-9b97-f165bc8fec08,5873,79952,598,40435.87,High
15559284-e3c6-4874-8cc2-da464f5df6aa,6454,35264,638,18177.36,High
713c82a4-f87d-414f-ae8c-d6feb48e3b17,8251,33043,667,4756.98,Low
2b403c70-0e3a-4d59-bc9a-632b1d13e8b3,2647,67533,572,48356.35,High
e615028d-9bc1-4883-b34c-584c12282c8c,4601,88944,566,47090.75,High
dc22b682-ed0d-461b-a00b-d98a2626659b,4859,18328,430,9278.61,High
446d96f8-f564-4244-85a3-c818392da54c,1750,81767,476,22364.8,Low
e809666b-196c-4800-a769-1eee14cc657d,9973,73263,460,21627.1,Medium
4984feab-cfa6-43f1-a493-4eb730b99e89,7322,53667,833,16431.56,High
c661075a-1042-46e5-9f8f-b978599ba89a,6071,43863,578,4225.32,Low
63dce338-20cd-4a3f-83ed-111114c963a5,3259,62020,712,32750.49,Medium
a1681130-10fc-48bb-83a4-98a358c21dc0,4971,36582,839,21018.16,Low
1eeab3f3-b31d-4dbc-ae99-772ca661cbb4,3702,26003,677,26743.68,Medium
7f150508-9c8c-4367-a949-df349af35546,4253,73445,553,42987.31,Medium
308438d7-ff1b-4aef-91b5-4fd8e9ba83da,9207,74108,665,14532.26,High
36862c11-7dd8-4033-88cf-8746a96691ba,9325,74345,720,47808.12,High
0a9d8fcf-7d9f-4a62-9de9-e590e4038930,9018,25561,353,21176.9,High
7bbc6d00-b5f0-4bd3-a71c-02cb8d4243d8,5495,55615,774,43596.0,Medium
f86bd80d-de88-4892-a294-4a8d1aef572e,3567,52169,595,29475.98,Medium
c5030253-9cc8-4ec1-b750-6822030f1ce2,8652,89184,823,29803.36,High
66b63348-1f50-4a01-954d-c52504ad8b2f,1750,47932,572,37510.63,Medium
bb210193-f476-4dcc-8ea7-892fc20a4cda,2437,70576,817,2595.22,Medium
79950038-132f-42ef-bd98-33cb733ffcd7,2026,78123,547,19118.94,Medium
b9012762-2788-4a3b-b2ba-7c7d05df06fb,5090,57323,836,3960.82,High
a960a603-0ad6-490e-8632-539835088e12,2781,64784,543,42768.33,High
5be94d87-2d29-4a80-912e-3ba964686907,8918,88580,624,29568.99,Low
ff50e1f4-3d11-4462-910c-e3b94a7c04a7,3902,40649,300,31874.8,Medium
5c816af8-3473-4c93-858a-d26abd63e4d8,8456,76128,781,24510.73,Medium
b60adc48-1d34-4b5d-b2b0-556bfa9a106a,9468,74146,587,48038.13,Medium
267db486-4b5e-4f6d-8611-bf5dc356a5c4,6782,81449,804,12648.08,Low
943dfcc0-13a4-4156-bc6c-d267ab1b31e2,3626,14448,665,28301.86,High
b9a8e296-e23f-4104-bc4a-060b76b4fd3d,5430,53001,802,38282.47,Low
1a87f19e-7d6a-422e-a81f-deca1caff769,5131,37517,306,39225.04,Medium
59b6cd65-9205-4255-8513-37be70b9d566,7917,23425,712,36962.95,High
6a7f112f-c85e-4beb-986a-5c500f826118,8948,16724,650,35287.3,High
d01c208e-dd9a-47e3-93d5-71af2e2442aa,3642,64734,530,21632.43,Medium
03ab0716-2003-4c13-ab86-aeb2c9275a1d,5311,16683,449,11406.82,Low
fd8eafc7-2154-4687-bd8b-a6865fab2520,7485,66793,626,33834.49,Medium
8c716437-b64f-4474-a4f2-7071a767365d,5926,85223,704,23678.87,High
bdd06f18-7612-4729-90fb-17114f63e044,5717,39135,804,18153.39,High
09212efa-d016-47f3-90ed-b42cbb0870b3,1208,50013,738,14641.62,Low
2346946a-7eeb-4076-8307-c5ccec20d3d6,8405,76015,651,26983.26,Medium
f31092ad-32d5-4911-a6c3-19f326b20f4c,7879,45360,432,36525.01,High
5bc3c2fe-7c0e-40f0-960e-f88ede34fbb5,3932,16800,726,5212.61,Medium
3ce93aa0-aeda-4997-be0e-d6ff2b41951b,5558,92365,778,5113.51,High
3e3b30a9-6fe5-4661-a226-47b03e07c3d2,1178,71437,538,25282.09,Medium
ab6261e7-a8fb-4ee2-9f2d-72953cdc1b88,8688,51600,387,37101.19,Medium
8dd91fcd-bd5c-4604-b534-88642f10b930,3567,71313,830,38110.58,High
22d5d659-a454-44c6-8f41-d01d8e46396d,9518,77553,647,2178.97,High
ecfb6754-8e22-4a51-9fa5-b382361824ec,6058,65079,408,9763.52,High
08a743da-6891-456a-ac53-803e4147459e,6321,74624,468,4462.47,High
f085f3ea-c1b3-4fde-b54d-6e3187095009,9715,99535,592,13494.83,High
1f0a0c09-49ae-4b3b-b1a0-e60002ea3729,6473,99741,755,17525.92,High
ee21080a-f39d-42ec-9471-c84f4f35bf5e,4996,68902,563,20444.87,High
11f502c8-f1da-4655-bee9-fd9e95e99c13,9759,96797,698,31087.87,Low
b973b499-f1cc-4b35-8a2f-e0654721c97e,7860,54879,348,6449.91,Low
6de36257-bb86-4732-90a0-3d043e4779bf,2334,38874,579,10696.83,Medium
8e4114ff-4b8d-4775-8dcf-0033f215699d,1603,24751,413,15220.23,High
befee737-6373-4e8b-9b3c-88a162d02b8f,2620,14448,415,25672.83,Medium
e65391e0-fa52-46a4-9598-c6a4373812b4,6324,82188,798,38027.44,Low
0ac6c9b5-be69-4025-822f-11a5f8cd29bb,5015,66282,597,7679.55,High
15ddf959-433e-49a1-aec0-9d6bbb98bf24,1405,65021,614,15678.66,High
cc8748b7-4fc2-4bf3-9c59-cc8cd16b51c6,6943,81494,741,16868.41,High
35239d67-e6f7-4eed-893d-a7e0321dca9e,8943,52743,556,18148.52,Low
cdbc7944-9b41-4ff1-b0c2-c4e9580a6bf1,7628,68081,315,13357.24,Low
163e0f5a-42d2-487d-bd79-4649e0729df1,8041,81494,370,20460.0,Medium
a8c7af3c-4628-4523-b365-eaab4e277a08,2365,64559,436,24892.28,High
3089201d-c85f-448e-b863-20752d3d3994,2221,20944,507,30040.18,Medium
c372b930-9563-4b87-9fc3-7df9de29c918,8745,32085,395,11490.09,Medium
c4bd45e6-127b-4796-b200-e8a2771f0ff5,6197,51880,306,36525.95,Medium
ccddaefb-054a-4972-a0d3-2f6cc2a0af33,7249,92818,663,26565.79,High
fbe8b4ec-631e-4e35-8503-27038284a707,2481,85039,486,43719.8,High
e9426db2-20dd-4566-8171-750f60f24ffd,2362,62991,339,4665.86,High
7a6aabd6-673a-421b-a95f-bd4f035b94f5,2306,66288,466,22099.01,High
ae38c653-669d-46ec-bdad-54e6e1ebeebc,5765,76415,802,29421.35,Low
ef794cd9-e052-4dc5-82aa-cccae611f899,8606,91902,830,20282.82,Medium
9b86ccf9-62d8-459c-9c3a-cc0b7e975fec,1039,81500,305,27893.4,High
05a41f49-f28a-4546-b893-516aa70f8108,7273,17478,349,32737.01,High
b608e0e1-11c2-4b51-9153-e8df09a44505,1529,45837,584,33532.36,Low
6c20e43b-98da-413b-b6c7-94fc66792d16,2708,52032,487,40781.66,High
806f0213-13a5-4b9e-b925-55d2c6810545,6177,96457,695,41589.81,Medium
4d1cc69d-1da4-47b1-912f-f3256f4be3a7,6518,36339,792,25778.58,High
162a2e25-9979-40d0-999f-97421884469c,5554,88689,611,11646.49,High
37980e5a-8ac5-4cd2-9100-f5cc32e0f298,6699,15545,495,31395.13,Low
eb71013d-d380-4ed9-bcdd-36c3b6e093c6,2845,74345,574,16540.93,High
cb9366b3-e896-422b-80fe-012510c1886c,7409,59643,457,25347.33,Low
0f6420ca-5ea1-40c5-a5ac-a8cb5c1fd962,2449,23755,767,23474.36,High
6f10b391-38a1-4efc-b373-6be3d81df6d6,7806,25359,404,15574.1,High
29bad0cc-cf0d-4276-b9f2-5ad21155a6a7,7364,79368,590,41233.75,Low
c620400c-64ab-4aa3-95c5-2f5c4fbb9f58,1405,73263,799,28170.61,Medium
cb9512be-b8bc-4918-aa0a-487de4559fda,4893,83196,620,12585.92,High
c9141ebe-eef5-4978-9f5e-51b62a46fa8d,3749,52226,674,3200.18,Low
46dca7df-9b65-4f91-80e5-d77e9f3c056c,1801,92365,475,6982.11,Medium
5189e96d-a879-4b00-b546-1e00879c7205,2368,97599,541,31902.31,Medium
6298885b-78e1-4536-8c4a-ff725b36f8f6,7131,62932,340,43965.66,Low
fde27d60-acea-4e83-91d1-ad7e25651ad7,9673,49007,552,27851.88,High
815d3b30-0f40-4b33-9bc5-bc51eb5aef76,8352,54631,498,25903.5,Medium
7e7e023c-95b4-488e-ba35-ad3d18e67173,4662,24451,834,15124.79,Low
2dd70b7f-a3a4-4c3f-9937-e4b49faaf67f,5015,36845,568,29696.25,Medium
5cda506f-d975-4ba8-9c64-d897fd43e94e,9377,74167,660,18132.71,Medium
236a9806-4e3d-475d-b21a-211e0c0fee11,9673,59465,496,17066.88,Medium
0b8d94d2-9aca-4285-9bfe-5146602c03aa,1702,96894,360,35732.37,Low
39d6a021-153b-4f5d-9f15-de53e08b9c8b,6449,15155,448,26776.42,Medium
ce7809ba-cc77-4ae9-b9bb-ed9c15bbd70d,7127,16254,688,16394.8,Medium
e8172db4-10d1-478c-ae25-02ef962b75f2,9914,26826,403,27356.63,Low
51dc2839-c92e-4979-9c12-41d1964b22f3,7294,10555,426,29479.6,Medium
0e8ae68f-d815-4002-9b08-9bb7f1eb411e,4817,50061,478,36728.04,Medium
ac077dba-672c-45bb-8190-c62faaff4452,4878,12860,680,13098.32,Low
e32614bb-7921-4e3e-a438-56b63aa74b6a,1542,88304,528,27383.06,High
e7341873-f298-4237-85d9-6fc1c814f8e7,2708,39151,382,19166.55,High
4213d1e0-c6ea-4e92-af7e-f62fce034272,2846,76480,555,2994.59,High
bed3c66e-4232-4665-b752-3160c667f5a2,6149,92893,362,1566.21,Medium
3b694302-1207-43a8-ab0f-baa6721379de,3199,68159,782,15515.69,Medium
ac1172bd-390c-4dbd-9d81-a02243328f37,4465,85944,815,38251.78,Low
321c7391-892b-43b6-9732-9cc239fba527,1213,91066,449,47289.57,Medium
f75bc20d-a80c-4f82-bab6-8f02405e0c76,4618,72352,803,18842.21,Medium
f3ec84b5-9f74-47cf-8f51-b55e2ec8ae2a,7409,25850,548,28227.8,Low
ec5b5b21-faae-4296-a170-0b8fc948d04f,2492,16656,315,13718.18,Low
d0e4c5a7-270d-49ec-8848-76ef08f46672,5910,50473,824,43033.73,Low
da999a69-4bbc-4bd2-99b9-b4799e95efee,9683,72594,702,1354.9,High
99f72d77-0b27-46bd-8520-a3d518075e0b,2711,53175,354,37962.1,High
275c4e09-5f38-4ae7-8c5d-23fba7415cff,8647,87436,558,39147.33,Medium
701f1895-cd12-4182-bf82-ffda418adf89,7670,32252,425,40940.61,High
cac9289a-3f0e-4de9-8d56-72c117f28fbf,4591,92961,330,46274.56,High
2c47296b-9a68-4968-872c-810aa662d2aa,1290,31281,536,17431.91,Medium
3d9e6b06-946c-4b4d-a00f-3b5ddef15fec,3004,54295,750,26225.89,Low
be98a5d1-646d-454e-aab8-651308c44215,9759,60091,773,34064.85,Low
1c6ccd48-06f7-4c64-9503-feed46fe380b,3215,69818,796,6393.45,Medium
62cd273e-47ce-416d-b80b-c2091a7fd1d7,6018,95893,594,3939.79,High
a5b5dd68-f7bd-4d17-99a9-ca3a2c17e23d,8711,16944,552,30563.61,Medium
cb876090-e9a5-4140-9de6-de90e4c5327b,2473,15617,530,7959.75,Medium
f8917adb-7aa9-4d55-95c7-02bf760a9a04,4986,44430,469,15521.14,High
8279e721-f546-4b38-ada4-d9aee0b4fa19,4878,42427,716,36724.64,High
cea16c83-365f-424d-a22e-da3e1d80a90c,5274,63081,407,43977.46,High
36b20643-b95e-46db-87a8-754937ecf574,2846,93292,322,30052.73,Medium
41b77c8a-0c24-4de4-af0f-6b92e3a0de4a,9817,62013,691,14845.1,Medium
7a2df2da-e31e-42c4-aae9-8be18431b12f,1603,40096,470,49237.67,Medium
4bf5acda-d4bd-4ec0-85d6-e858167cc96e,1381,75565,328,1631.21,High
886fe334-ea7a-476a-9bfe-1b0e9cb9790e,4814,41476,594,12433.31,Low
4343744d-db2b-4b68-ab35-1851cb53ead8,6699,66338,846,45154.1,Low
e1f68417-6ce6-449f-bcdd-870bc5b7fbe8,7465,27976,610,18597.23,High
8eaf42fe-d31d-49f7-958e-4ef3508c8546,4553,16860,317,39645.7,High
efcb10f2-7c10-4aa5-83ff-6d11597409e2,3800,85296,340,7435.93,Low
545f0b60-3bae-4d44-b1bd-38e8d3e83f0b,7564,38875,569,39651.07,Low
3f7d0f22-f80d-45d9-990c-37945cf3b38e,3652,54773,357,32671.89,Low
3ef2efd8-bf6f-4d58-b3ce-e394f770b85b,3333,66414,790,14926.4,High
34bf3128-0562-44c8-8ae3-22bca13819f3,9929,90642,848,39378.43,High
f9503043-ff0c-4823-acc4-4a9430164efe,5192,28794,846,32533.48,Medium
d79c878e-5978-41cd-ba4b-e659a0660424,6521,93285,358,20049.95,Low
61558f54-fed1-4d91-8da6-4be4e3a3fb36,5041,99454,425,29089.77,Medium
cc1e66c6-d906-49aa-a73a-f6fd45fe1c0d,5478,16212,594,1526.82,Low
688f2768-5872-4163-9f88-3c47b853da24,5311,14177,703,37428.3,High
8a12efb0-9f7f-40b7-8458-b1d09defdef7,6683,33568,575,44171.69,Low
e65746ff-18d3-4dad-8a29-4c6ff4fc5507,4601,49703,324,45570.02,Low
02f2bf30-5192-44d2-9850-505a83f20875,2028,49616,458,32659.35,High
ad7ba15c-cc21-4d88-9556-b4c1deb42f72,9356,36115,613,24790.23,Low
c984508d-0567-457a-b304-983daab083ab,8456,64881,611,23254.31,Medium
bbe63342-3a5b-44ab-90f8-24a77d840bc2,6661,31266,767,29451.64,High
f142e78b-16ce-417e-8aea-25251d977332,2282,97915,730,24558.88,Medium
ed7b29f7-6446-4415-a566-e4a871dbeaa6,3371,80820,747,27223.46,High
a1719fe4-ece7-49d0-a65e-ded326f70889,4639,82039,420,28057.25,High
60a6ab0b-cd49-41ef-b1c6-782c4b3f5e24,4639,18425,618,43613.0,High
834ba958-603d-4a39-b634-a13815ea3e5e,3535,43823,484,24943.05,High
60eab644-e48c-4a7a-a152-e0f786269f2f,2607,59285,604,11404.18,High
82f58700-498f-423d-8a73-cae0f12d2d09,8675,23314,452,16210.0,Low
249aa006-c26e-4708-8332-49c946ae50d7,2389,74600,743,5020.31,High
f54be011-a781-4479-9e78-ec402257a657,6108,64862,345,39975.28,Medium
